flight_id,tail_id,client_id,aircraft,route,departure,flight_hours,passengers,weather,env_factor,hours_since_install_seat,hours_since_install_lighting,hours_since_install_galley,hours_since_install_panel,hours_since_install_water_waste,cycles_since_install_seat,cycles_since_install_lighting,cycles_since_install_galley,cycles_since_install_panel,cycles_since_install_water_waste,latent_seat,latent_lighting,latent_galley,latent_panel,latent_water_waste
FL3999,TAIL1173,AL3,A320,short,2025-01-03T02:38:40.771698,1.65,141,clear,1.0,28.8,30.1,27.8,24.7,24.5,3,4,3,3,3,0,0,0,0,0
FL4000,TAIL1173,AL3,A320,long,2025-01-03T08:54:31.208423,5.86,220,hot,1.15,23.9,2.5,1.8,6.1,26.1,3,1,1,1,4,0,0,0,0,0
FL4001,TAIL1173,AL3,A320,long,2025-01-03T16:25:35.482083,8.22,221,cold,1.05,29.8,8.4,7.7,12.0,32.0,4,2,2,2,5,0,0,0,0,0
FL4002,TAIL1173,AL3,A320,short,2025-01-04T04:25:54.517943,1.11,128,rain,1.05,38.0,16.6,15.9,20.2,40.2,5,3,3,3,6,0,0,0,0,0
FL4003,TAIL1173,AL3,A320,short,2025-01-04T10:28:34.571084,1.52,139,windy,1.1,9.0,14.4,8.8,14.0,7.4,1,3,1,3,1,0,0,0,0,0
FL4004,TAIL1173,AL3,A320,long,2025-01-04T16:01:30.831366,5.18,212,windy,1.1,10.5,15.9,10.3,15.5,9.0,2,4,2,4,2,0,0,0,0,0
FL4005,TAIL1173,AL3,A320,long,2025-01-04T23:49:30.941913,8.68,201,windy,1.1,15.7,21.1,15.5,20.7,14.1,3,5,3,5,3,0,0,0,0,0
FL4006,TAIL1173,AL3,A320,long,2025-01-05T09:46:53.267752,7.87,208,windy,1.1,24.3,29.7,24.2,29.4,22.8,4,6,4,6,4,0,0,0,0,0
FL4007,TAIL1173,AL3,A320,medium,2025-01-05T20:59:46.384210,4.6,146,windy,1.1,10.3,23.5,11.5,29.7,22.9,1,4,1,3,3,0,0,0,0,0
FL4008,TAIL1173,AL3,A320,medium,2025-01-06T05:57:54.412636,3.24,165,cold,1.05,4.8,11.0,16.1,23.1,5.0,1,1,2,2,1,0,0,0,0,0
FL4009,TAIL1173,AL3,A320,short,2025-01-06T13:10:49.876587,1.94,125,windy,1.1,8.0,14.2,19.4,26.4,8.2,2,2,3,3,2,0,0,0,0,0
FL4010,TAIL1173,AL3,A320,medium,2025-01-06T18:28:25.668103,3.09,171,hot,1.15,10.0,16.1,21.3,28.3,10.2,3,3,4,4,3,0,0,0,0,0
FL4011,TAIL1173,AL3,A320,short,2025-01-06T23:41:46.915020,1.76,124,hot,1.15,13.1,19.2,24.4,31.4,13.2,4,4,5,5,4,0,0,0,0,0
FL4012,TAIL1174,AL4,A330,medium,2025-01-02T21:00:00,3.99,167,hot,1.15,67.2,56.8,179.5,114.0,65.2,23,2,0,17,14,0,0,0,0,0
FL4013,TAIL1174,AL4,A330,medium,2025-01-03T05:55:26.427437,2.39,150,rain,1.05,56.1,5.9,183.5,118.0,6.1,13,1,1,18,1,0,0,0,0,0
FL4014,TAIL1174,AL4,A330,long,2025-01-03T13:13:27.751875,10.62,240,clear,1.0,8.1,8.2,7.7,3.3,10.3,1,2,1,1,1,0,0,0,0,0
FL4015,TAIL1174,AL4,A330,long,2025-01-04T02:23:03.154088,7.63,189,windy,1.1,18.8,18.9,18.4,14.0,20.9,2,3,2,2,2,0,0,0,0,0
FL4016,TAIL1174,AL4,A330,short,2025-01-04T11:52:54.354288,1.07,101,rain,1.05,26.4,26.5,26.0,21.6,28.6,3,4,3,3,3,0,0,0,0,0
FL4017,TAIL1174,AL4,A330,long,2025-01-04T15:54:49.232423,5.73,237,windy,1.1,4.7,8.7,27.1,15.5,9.7,1,1,4,3,1,0,0,0,0,0
FL4018,TAIL1174,AL4,A330,medium,2025-01-04T23:30:40.235617,3.06,170,cold,1.05,10.4,14.5,32.8,21.2,15.5,2,2,5,4,2,0,0,0,0,0
FL4019,TAIL1174,AL4,A330,medium,2025-01-05T06:29:43.374517,2.32,161,clear,1.0,13.5,17.5,35.9,24.3,18.5,3,3,6,5,3,0,0,0,0,0
FL4020,TAIL1174,AL4,A330,short,2025-01-05T11:14:35.980097,1.47,131,rain,1.05,4.1,2.8,38.2,10.7,5.4,1,1,7,1,1,0,0,0,0,0
FL4021,TAIL1174,AL4,A330,medium,2025-01-05T15:56:07.807378,4.94,153,hot,1.15,5.5,4.3,39.7,12.2,6.8,2,2,8,2,2,0,0,0,0,0
FL4022,TAIL1174,AL4,A330,medium,2025-01-05T22:28:36.220556,2.26,163,windy,1.1,10.5,9.2,44.6,17.1,11.8,3,3,9,3,3,0,0,0,0,0
FL4023,TAIL1174,AL4,A330,short,2025-01-06T04:06:59.007473,1.24,132,clear,1.0,12.7,11.5,46.9,19.4,14.0,4,4,10,4,4,0,0,0,0,0
FL4024,TAIL1174,AL4,A330,medium,2025-01-06T09:36:36.398874,2.73,154,hot,1.15,14.0,12.8,48.1,20.6,15.3,5,5,11,5,5,0,0,0,0,0
FL4025,TAIL1174,AL4,A330,medium,2025-01-06T15:39:12.232772,2.66,162,clear,1.0,10.7,11.1,50.8,23.3,7.5,1,1,12,6,1,0,0,0,0,0
FL4026,TAIL1174,AL4,A330,medium,2025-01-06T23:03:55.452143,4.51,155,windy,1.1,13.4,13.7,53.5,26.0,10.1,2,2,13,7,2,0,0,0,0,0
FL4027,TAIL1174,AL4,A330,medium,2025-01-07T06:47:34.788871,2.98,161,hot,1.15,11.3,13.4,9.9,17.6,14.6,2,2,1,6,3,0,0,0,0,0
FL4028,TAIL1174,AL4,A330,medium,2025-01-07T14:43:49.268669,2.75,168,rain,1.05,14.3,16.4,12.8,20.6,17.6,3,3,2,7,4,0,0,0,0,0
FL4029,TAIL1174,AL4,A330,long,2025-01-07T19:04:33.100354,6.34,227,clear,1.0,17.1,19.1,15.6,23.3,20.4,4,4,3,8,5,0,0,0,0,0
FL4030,TAIL1174,AL4,A330,long,2025-01-08T03:47:31.143509,9.47,222,clear,1.0,23.4,25.5,21.9,29.7,26.7,5,5,4,9,6,0,0,0,0,0
FL4031,TAIL1174,AL4,A330,short,2025-01-08T14:18:54.117502,1.49,131,hot,1.15,25.9,34.9,24.3,13.7,10.7,3,6,3,1,1,0,0,0,0,0
FL4032,TAIL1174,AL4,A330,short,2025-01-08T19:10:00.822416,1.52,134,hot,1.15,5.8,24.5,25.7,15.2,8.7,1,5,4,2,1,0,0,0,0,0
FL4033,TAIL1175,AL3,B737,medium,2025-01-04T05:00:00,2.03,151,windy,1.1,172.4,99.7,133.2,159.6,191.5,23,10,10,27,17,0,0,0,0,1
FL4034,TAIL1175,AL3,B737,medium,2025-01-04T09:06:41.092148,4.87,164,hot,1.15,2.3,101.7,135.3,161.6,11.8,1,11,11,28,1,0,0,0,0,1
FL4035,TAIL1175,AL3,B737,long,2025-01-04T15:35:02.873288,6.75,231,clear,1.0,13.1,7.8,140.1,9.6,10.8,1,1,12,1,1,0,0,0,0,1
FL4036,TAIL1175,AL3,B737,long,2025-01-05T02:51:02.430889,6.93,217,cold,1.05,16.7,7.9,95.5,15.2,12.6,1,1,7,1,1,0,0,0,0,1
FL4037,TAIL1175,AL3,B737,medium,2025-01-05T11:59:03.239284,4.61,156,rain,1.05,23.6,16.3,102.4,16.8,19.5,2,1,8,1,2,0,0,0,0,1
FL4038,TAIL1175,AL3,B737,long,2025-01-05T20:21:30.728334,10.54,208,rain,1.05,13.8,21.0,11.9,10.9,9.0,1,2,1,1,1,0,0,0,0,1
FL4039,TAIL1175,AL3,B737,long,2025-01-06T10:13:00.360056,10.16,215,rain,1.05,24.4,31.5,22.5,21.5,19.5,2,3,2,2,2,0,0,0,0,1
FL4040,TAIL1175,AL3,B737,long,2025-01-06T22:21:30.016146,8.95,207,windy,1.1,34.5,28.7,21.5,31.6,19.8,3,2,2,3,1,0,0,0,0,1
FL4041,TAIL1175,AL3,B737,long,2025-01-07T10:31:42.940507,11.0,222,clear,1.0,31.1,37.6,11.3,40.6,19.2,2,3,1,4,1,0,0,0,0,1
FL4042,TAIL1175,AL3,B737,medium,2025-01-07T22:43:34.462223,3.32,146,rain,1.05,42.1,32.8,19.0,12.8,30.2,3,2,1,1,2,0,0,0,0,1
FL4043,TAIL1175,AL3,B737,long,2025-01-08T04:13:37.348911,10.51,216,cold,1.05,5.5,11.1,15.5,10.9,33.5,1,1,1,1,3,0,0,0,0,1
FL4044,TAIL1176,AL4,A320,long,2025-01-02T13:00:00,8.81,217,rain,1.05,182.4,133.7,163.9,148.4,5.4,21,15,23,23,20,0,0,0,0,0
FL4045,TAIL1176,AL4,A320,medium,2025-01-03T01:53:39.061791,4.23,172,cold,1.05,12.2,10.3,17.7,157.2,9.3,1,1,1,24,1,0,0,0,0,0
FL4046,TAIL1176,AL4,A320,long,2025-01-03T07:18:22.536618,8.61,215,clear,1.0,13.8,14.5,11.7,161.4,6.2,1,2,1,25,1,0,0,0,0,0
FL4047,TAIL1176,AL4,A320,medium,2025-01-03T20:47:00.526087,4.94,172,clear,1.0,17.4,15.4,16.2,17.9,13.3,1,1,1,1,1,0,0,0,0,0
FL4048,TAIL1176,AL4,A320,medium,2025-01-04T04:50:29.916433,3.65,161,cold,1.05,22.3,20.4,21.2,22.9,18.2,2,2,2,2,2,0,0,0,0,0
FL4049,TAIL1176,AL4,A320,medium,2025-01-04T12:16:36.591183,3.94,144,hot,1.15,9.8,24.0,11.7,26.5,3.8,1,3,1,3,1,0,0,0,0,0
FL4050,TAIL1176,AL4,A320,medium,2025-01-04T20:18:25.731053,2.55,141,windy,1.1,13.7,27.9,15.6,30.5,7.7,2,4,2,4,2,0,0,0,0,0
FL4051,TAIL1176,AL4,A320,short,2025-01-05T02:50:41.428478,0.96,139,hot,1.15,16.3,30.5,18.1,33.0,10.3,3,5,3,5,3,0,0,0,0,0
FL4052,TAIL1176,AL4,A320,medium,2025-01-05T07:30:22.000002,4.44,156,hot,1.15,13.6,24.0,10.7,34.0,1.4,2,4,1,6,1,0,0,0,0,0
FL4053,TAIL1176,AL4,A320,medium,2025-01-05T13:33:39.775920,4.49,186,hot,1.15,18.1,28.4,15.2,38.4,5.8,3,5,2,7,2,0,0,0,0,0
FL4054,TAIL1176,AL4,A320,long,2025-01-05T19:53:14.656780,6.7,237,rain,1.05,18.7,5.5,11.9,42.9,12.6,2,1,1,8,1,0,0,0,0,0
FL4055,TAIL1176,AL4,A320,short,2025-01-06T06:30:46.135192,1.47,137,windy,1.1,25.4,12.2,18.6,49.6,19.3,3,2,2,9,2,0,0,0,0,0
FL4056,TAIL1176,AL4,A320,medium,2025-01-06T09:41:46.436158,3.3,150,hot,1.15,4.9,6.1,15.3,10.0,20.8,1,1,2,1,3,0,0,0,0,0
FL4057,TAIL1176,AL4,A320,medium,2025-01-06T17:21:13.259250,2.85,149,hot,1.15,8.2,9.4,18.6,13.3,24.1,2,2,3,2,4,0,0,0,0,0
FL4058,TAIL1176,AL4,A320,short,2025-01-06T21:37:12.591660,1.32,112,clear,1.0,11.0,12.2,21.4,16.1,26.9,3,3,4,3,5,0,0,0,0,0
FL4059,TAIL1176,AL4,A320,short,2025-01-07T03:53:05.002440,1.08,150,windy,1.1,12.3,13.6,22.7,17.4,28.3,4,4,5,4,6,0,0,0,0,0
FL4060,TAIL1176,AL4,A320,long,2025-01-07T08:06:43.079495,9.32,206,windy,1.1,13.4,14.6,23.8,18.5,29.3,5,5,6,5,7,0,0,0,0,0
FL4061,TAIL1176,AL4,A320,short,2025-01-07T19:52:45.604775,1.44,140,rain,1.05,22.7,24.0,33.1,27.8,38.7,6,6,7,6,8,0,0,0,0,0
FL4062,TAIL1176,AL4,A320,long,2025-01-08T02:13:59.836612,5.68,213,rain,1.05,17.6,13.6,34.6,3.1,7.0,5,3,8,1,1,0,0,0,0,0
FL4063,TAIL1176,AL4,A320,medium,2025-01-08T09:55:50.670653,3.02,159,hot,1.15,23.3,19.3,40.2,8.8,12.6,6,4,9,2,2,0,0,0,0,0
FL4064,TAIL1176,AL4,A320,medium,2025-01-08T15:59:30.774675,2.04,156,rain,1.05,19.4,17.3,43.3,8.3,15.7,3,4,10,1,3,0,0,0,0,0
FL4065,TAIL1176,AL4,A320,long,2025-01-08T21:51:15.893639,6.33,228,cold,1.05,21.4,6.9,6.3,10.3,8.4,4,1,1,2,1,0,0,0,0,0
FL4066,TAIL1177,AL2,B737,long,2025-01-02T13:00:00,9.64,199,rain,1.05,62.1,95.3,35.0,135.7,1.1,17,24,8,17,28,0,0,1,0,0
FL4067,TAIL1177,AL2,B737,long,2025-01-03T01:08:46.992961,10.28,221,rain,1.05,11.8,57.9,17.6,145.3,17.9,1,11,1,18,1,0,0,0,0,0
FL4068,TAIL1177,AL2,B737,long,2025-01-03T12:28:03.648072,5.82,214,clear,1.0,22.1,20.2,15.1,155.6,17.1,2,1,1,19,1,0,0,0,0,0
FL4069,TAIL1177,AL2,B737,medium,2025-01-03T21:02:58.514159,4.06,169,hot,1.15,17.0,21.7,20.9,120.3,14.5,2,1,2,13,1,0,0,0,0,0
FL4070,TAIL1177,AL2,B737,long,2025-01-04T02:42:51.320466,8.98,245,windy,1.1,21.1,11.4,7.0,9.6,4.6,3,1,1,1,1,0,0,0,0,0
FL4071,TAIL1177,AL2,B737,long,2025-01-04T14:15:11.848697,6.02,229,clear,1.0,30.1,20.4,16.0,18.6,13.5,4,2,2,2,2,0,0,0,0,0
FL4072,TAIL1177,AL2,B737,short,2025-01-04T21:41:11.058095,1.99,134,clear,1.0,36.1,26.4,22.0,24.6,19.6,5,3,3,3,3,0,0,0,0,0
FL4073,TAIL1177,AL2,B737,short,2025-01-05T01:59:31.321458,1.48,119,rain,1.05,38.1,28.4,10.8,18.2,14.6,6,4,1,3,3,0,0,0,0,0
FL4074,TAIL1177,AL2,B737,medium,2025-01-05T05:51:08.321144,2.65,160,rain,1.05,26.5,29.8,3.1,12.9,3.9,5,5,1,3,1,0,0,0,0,0
FL4075,TAIL1177,AL2,B737,long,2025-01-05T10:46:12.474006,9.44,226,hot,1.15,29.2,32.5,5.8,15.5,6.5,6,6,2,4,2,0,0,0,0,0
FL4076,TAIL1177,AL2,B737,medium,2025-01-05T21:25:38.329074,2.86,146,windy,1.1,38.6,41.9,15.2,25.0,16.0,7,7,3,5,3,0,0,0,0,0
FL4077,TAIL1177,AL2,B737,short,2025-01-06T01:24:51.387108,1.42,129,hot,1.15,9.3,8.1,18.1,21.2,5.7,1,1,4,3,1,0,0,0,0,0
FL4078,TAIL1177,AL2,B737,medium,2025-01-06T04:35:30.274372,2.12,138,rain,1.05,10.7,9.6,19.5,22.6,7.1,2,2,5,4,2,0,0,0,0,0
FL4079,TAIL1177,AL2,B737,short,2025-01-06T09:39:59.839953,1.11,141,hot,1.15,12.9,11.7,21.6,24.8,9.2,3,3,6,5,3,0,0,0,0,0
FL4080,TAIL1177,AL2,B737,short,2025-01-06T13:05:54.478658,1.2,130,rain,1.05,14.0,12.8,22.7,25.9,10.3,4,4,7,6,4,0,0,0,0,0
FL4081,TAIL1177,AL2,B737,medium,2025-01-06T18:39:17.106319,3.91,148,clear,1.0,15.2,14.0,23.9,27.1,11.5,5,5,8,7,5,0,0,0,0,0
FL4082,TAIL1178,AL2,A330,medium,2025-01-02T18:00:00,4.94,145,windy,1.1,141.1,77.6,109.2,182.4,25.3,3,17,12,3,17,0,0,0,0,0
FL4083,TAIL1178,AL2,A330,short,2025-01-03T02:12:49.313896,1.55,167,windy,1.1,5.1,82.5,9.6,7.6,25.1,1,18,1,1,14,0,0,0,0,0
FL4084,TAIL1178,AL2,A330,medium,2025-01-03T05:06:06.192386,2.37,159,windy,1.1,3.8,84.1,11.2,10.3,15.7,1,19,1,1,6,0,0,0,0,0
FL4085,TAIL1178,AL2,A330,short,2025-01-03T12:13:38.556270,1.05,121,cold,1.05,7.5,6.9,12.2,12.7,8.8,1,1,1,2,1,0,0,0,0,0
FL4086,TAIL1178,AL2,A330,medium,2025-01-03T15:39:22.144369,2.64,163,clear,1.0,8.5,8.0,13.2,13.7,9.9,2,2,2,3,2,0,0,0,0,0
FL4087,TAIL1178,AL2,A330,medium,2025-01-03T20:20:53.873559,3.52,169,hot,1.15,11.2,10.6,15.9,16.4,12.5,3,3,3,4,3,0,0,0,0,0
FL4088,TAIL1178,AL2,A330,long,2025-01-04T04:12:09.414104,5.18,226,rain,1.05,14.7,14.1,19.4,19.9,16.0,4,4,4,5,4,0,0,0,0,0
FL4089,TAIL1178,AL2,A330,long,2025-01-04T11:22:05.468548,10.08,223,cold,1.05,19.9,19.3,24.6,25.1,21.2,5,5,5,6,5,0,0,0,0,0
FL4090,TAIL1178,AL2,A330,medium,2025-01-05T01:07:56.585061,3.49,157,windy,1.1,30.0,29.4,34.6,35.2,31.3,6,6,6,7,6,0,0,0,0,0
FL4091,TAIL1178,AL2,A330,short,2025-01-05T06:29:59.263009,1.77,130,cold,1.05,11.2,12.3,4.6,38.6,11.4,1,1,1,8,1,0,0,0,0,0
FL4092,TAIL1178,AL2,A330,long,2025-01-05T11:00:20.457346,6.88,218,clear,1.0,13.0,14.0,6.3,40.4,13.2,2,2,2,9,2,0,0,0,0,0
FL4093,TAIL1178,AL2,A330,short,2025-01-05T22:51:26.710279,0.92,108,hot,1.15,19.8,20.9,13.2,47.3,20.1,3,3,3,10,3,0,0,0,0,0
FL4094,TAIL1179,AL1,A320,short,2025-01-03T22:00:00,1.51,133,hot,1.15,20.4,186.7,121.9,6.7,79.7,30,16,22,9,14,0,0,0,0,0
FL4095,TAIL1179,AL1,A320,short,2025-01-04T04:25:48.145658,1.95,136,hot,1.15,7.1,7.9,123.4,6.8,57.4,1,1,23,7,7,0,0,0,0,0
FL4096,TAIL1179,AL1,A320,short,2025-01-04T07:29:59.714720,1.93,118,windy,1.1,5.4,11.3,5.0,3.1,59.3,1,1,1,1,8,0,0,0,0,0
FL4097,TAIL1179,AL1,A320,short,2025-01-04T12:38:30.673173,1.07,146,clear,1.0,7.3,13.3,7.0,5.0,61.2,2,2,2,2,9,0,0,0,0,0
FL4098,TAIL1179,AL1,A320,short,2025-01-04T15:45:19.961963,1.26,136,hot,1.15,8.4,14.3,8.0,6.1,62.3,3,3,3,3,10,0,0,0,0,0
FL4099,TAIL1179,AL1,A320,short,2025-01-04T19:49:24.138081,1.6,140,clear,1.0,7.8,6.5,11.0,5.8,50.7,2,1,1,2,8,0,0,0,0,0
FL4100,TAIL1179,AL1,A320,short,2025-01-05T00:08:56.400334,1.51,147,cold,1.05,9.4,8.1,12.6,7.4,52.3,3,2,2,3,9,0,0,0,0,0
FL4101,TAIL1179,AL1,A320,short,2025-01-05T03:00:42.894257,1.87,128,clear,1.0,10.9,9.6,14.1,8.9,53.8,4,3,3,4,10,0,0,0,0,0
FL4102,TAIL1179,AL1,A320,medium,2025-01-05T07:29:56.238512,2.31,174,windy,1.1,5.4,7.6,13.1,6.5,55.7,1,2,3,3,11,0,0,0,0,0
FL4103,TAIL1179,AL1,A320,short,2025-01-05T13:23:12.062235,1.88,119,windy,1.1,7.7,9.9,15.4,8.8,58.0,2,3,4,4,12,0,0,0,0,0
FL4104,TAIL1179,AL1,A320,short,2025-01-05T19:42:55.328743,1.7,140,hot,1.15,9.6,9.8,10.4,10.7,10.4,3,3,3,5,1,0,0,0,0,0
FL4105,TAIL1179,AL1,A320,short,2025-01-06T01:59:52.884614,1.56,143,windy,1.1,11.3,11.5,12.1,12.4,12.1,4,4,4,6,2,0,0,0,0,0
FL4106,TAIL1179,AL1,A320,medium,2025-01-06T05:53:22.528269,2.46,153,rain,1.05,12.8,13.0,13.6,13.9,13.6,5,5,5,7,3,0,0,0,0,0
FL4107,TAIL1179,AL1,A320,medium,2025-01-06T12:20:57.871156,3.03,165,hot,1.15,15.3,15.5,16.1,16.4,16.1,6,6,6,8,4,0,0,0,0,0
FL4108,TAIL1179,AL1,A320,medium,2025-01-06T16:39:13.399204,3.12,166,rain,1.05,18.3,18.5,19.1,19.4,19.1,7,7,7,9,5,0,0,0,0,0
FL4109,TAIL1179,AL1,A320,short,2025-01-06T23:11:14.901332,1.69,121,windy,1.1,21.4,21.7,22.3,22.6,22.2,8,8,8,10,6,0,0,0,0,0
FL4110,TAIL1179,AL1,A320,medium,2025-01-07T03:31:30.156068,2.62,167,clear,1.0,23.1,6.4,3.4,9.0,23.9,9,1,1,1,7,0,0,0,0,0
FL4111,TAIL1179,AL1,A320,short,2025-01-07T10:25:17.804382,1.58,151,rain,1.05,25.8,9.0,6.0,11.6,26.5,10,2,2,2,8,0,0,0,0,0
FL4112,TAIL1180,AL4,B737,short,2025-01-03T10:00:00,1.05,131,rain,1.05,116.4,118.2,147.5,185.7,89.5,15,27,12,23,9,0,0,0,0,0
FL4113,TAIL1180,AL4,B737,short,2025-01-03T15:12:40.500813,1.51,122,clear,1.0,3.0,5.5,2.1,134.4,1.4,1,1,1,13,1,0,0,0,0,0
FL4114,TAIL1180,AL4,B737,short,2025-01-03T19:43:04.906586,1.19,140,cold,1.05,10.1,4.0,2.8,8.5,2.9,1,1,1,1,2,0,0,0,0,0
FL4115,TAIL1180,AL4,B737,short,2025-01-04T00:23:30.973127,1.7,140,rain,1.05,11.2,5.2,3.9,9.7,4.1,2,2,2,2,3,0,0,0,0,0
FL4116,TAIL1180,AL4,B737,short,2025-01-04T04:31:32.590786,1.44,130,hot,1.15,12.9,6.9,5.6,11.4,5.8,3,3,3,3,4,0,0,0,0,0
FL4117,TAIL1180,AL4,B737,long,2025-01-04T07:08:44.332725,9.38,225,cold,1.05,14.4,8.4,7.1,12.8,7.3,4,4,4,4,5,0,0,0,0,0
FL4118,TAIL1180,AL4,B737,long,2025-01-04T21:06:11.739970,9.03,209,clear,1.0,23.8,17.7,16.5,22.2,16.6,5,5,5,5,6,0,0,0,0,0
FL4119,TAIL1180,AL4,B737,short,2025-01-05T10:05:32.798519,1.81,148,cold,1.05,32.8,26.8,25.5,31.2,25.7,6,6,6,6,7,0,0,0,0,0
FL4120,TAIL1180,AL4,B737,medium,2025-01-05T16:41:23.258797,2.56,187,clear,1.0,20.7,16.8,20.2,33.0,8.6,3,5,5,7,1,0,0,0,0,0
FL4121,TAIL1180,AL4,B737,medium,2025-01-05T21:16:44.972278,3.35,142,cold,1.05,23.3,19.4,8.4,5.9,10.2,4,6,1,1,1,0,0,0,0,0
FL4122,TAIL1180,AL4,B737,long,2025-01-06T05:23:24.210793,7.99,219,cold,1.05,26.6,22.7,11.8,9.3,13.5,5,7,2,2,2,0,0,0,0,0
FL4123,TAIL1180,AL4,B737,long,2025-01-06T15:04:31.099189,5.48,221,hot,1.15,34.6,30.7,19.8,17.3,21.5,6,8,3,3,3,0,0,0,0,0
FL4124,TAIL1180,AL4,B737,short,2025-01-06T22:32:59.496046,1.56,116,cold,1.05,40.1,9.3,6.5,6.8,27.0,7,1,1,1,4,0,0,0,0,0
FL4125,TAIL1180,AL4,B737,medium,2025-01-07T03:36:27.137088,3.52,157,cold,1.05,41.7,10.9,8.1,8.4,28.6,8,2,2,2,5,0,0,0,0,0
FL4126,TAIL1180,AL4,B737,medium,2025-01-07T10:13:15.510741,2.13,160,rain,1.05,45.2,14.4,11.6,11.9,32.1,9,3,3,3,6,0,0,0,0,0
FL4127,TAIL1180,AL4,B737,medium,2025-01-07T14:22:13.429004,3.02,157,clear,1.0,35.8,16.6,6.7,5.3,34.2,6,4,1,1,7,0,0,0,0,0
FL4128,TAIL1180,AL4,B737,medium,2025-01-07T19:46:59.124440,3.94,172,windy,1.1,38.8,19.6,9.7,8.3,37.2,7,5,2,2,8,0,0,0,0,0
FL4129,TAIL1181,AL3,A330,medium,2025-01-02T11:00:00,4.82,180,windy,1.1,27.0,142.9,162.4,193.1,138.7,0,16,26,18,9,0,0,0,0,0
FL4130,TAIL1181,AL3,A330,medium,2025-01-02T16:52:55.421697,3.31,163,hot,1.15,13.5,114.6,167.2,5.9,8.5,1,9,27,1,1,0,0,0,0,0
FL4131,TAIL1181,AL3,A330,long,2025-01-02T22:59:44.925088,9.64,226,clear,1.0,9.4,70.2,170.6,9.2,11.4,1,6,28,2,1,0,0,0,0,0
FL4132,TAIL1181,AL3,A330,medium,2025-01-03T10:32:14.437519,3.55,166,rain,1.05,13.3,79.9,128.4,16.9,21.0,1,7,12,1,2,0,0,0,0,0
FL4133,TAIL1181,AL3,A330,long,2025-01-03T15:51:20.295135,7.18,211,windy,1.1,13.6,55.0,100.6,20.4,5.8,1,6,9,2,1,0,0,0,0,0
FL4134,TAIL1181,AL3,A330,medium,2025-01-04T01:23:50.316107,4.74,158,rain,1.05,15.4,11.2,9.5,27.6,13.0,1,1,1,3,2,0,0,0,0,0
FL4135,TAIL1181,AL3,A330,short,2025-01-04T08:58:27.069744,0.93,124,cold,1.05,20.1,16.0,14.3,32.4,17.7,2,2,2,4,3,0,0,0,0,0
FL4136,TAIL1181,AL3,A330,long,2025-01-04T14:35:11.716135,8.67,229,cold,1.05,21.1,16.9,15.2,33.3,18.6,3,3,3,5,4,0,0,0,0,0
FL4137,TAIL1181,AL3,A330,medium,2025-01-05T03:03:42.918201,4.88,163,clear,1.0,29.7,25.6,23.9,42.0,27.3,4,4,4,6,5,0,0,0,0,0
FL4138,TAIL1181,AL3,A330,long,2025-01-05T10:02:14.496268,10.27,228,hot,1.15,34.6,11.8,28.7,46.8,25.0,5,1,5,7,3,0,0,0,0,0
FL4139,TAIL1181,AL3,A330,medium,2025-01-05T21:40:38.797476,2.74,160,rain,1.05,13.5,16.1,39.0,11.6,11.6,1,1,6,1,1,0,0,0,0,0
FL4140,TAIL1181,AL3,A330,medium,2025-01-06T04:49:55.644521,3.64,150,clear,1.0,16.2,18.9,41.7,14.3,14.3,2,2,7,2,2,0,0,0,0,0
FL4141,TAIL1181,AL3,A330,medium,2025-01-06T10:34:08.255682,3.06,179,cold,1.05,15.8,22.5,5.0,18.0,13.5,2,3,1,3,1,0,0,0,0,0
FL4142,TAIL1181,AL3,A330,medium,2025-01-06T17:46:35.432661,4.0,150,rain,1.05,18.9,25.6,8.0,21.0,16.6,3,4,2,4,2,0,0,0,0,0
FL4143,TAIL1181,AL3,A330,long,2025-01-07T00:59:55.908573,7.3,209,windy,1.1,22.9,29.6,12.0,25.0,20.6,4,5,3,5,3,0,0,0,0,0
FL4144,TAIL1181,AL3,A330,long,2025-01-07T12:42:35.792747,9.77,205,clear,1.0,9.0,12.3,12.7,21.7,27.9,1,1,1,4,4,0,0,0,0,0
FL4145,TAIL1182,AL1,A320,short,2025-01-02T13:00:00,1.12,157,windy,1.1,101.7,85.3,49.4,50.2,163.0,2,22,22,30,7,0,0,0,0,0
FL4146,TAIL1182,AL1,A320,long,2025-01-02T17:14:30.900833,8.61,210,hot,1.15,8.1,50.6,27.9,5.6,6.1,1,13,13,1,1,0,0,0,0,0
FL4147,TAIL1182,AL1,A320,short,2025-01-03T06:00:21.348298,1.66,131,windy,1.1,18.0,59.2,9.2,18.4,14.7,1,14,1,1,2,0,0,0,0,0
FL4148,TAIL1182,AL1,A320,short,2025-01-03T10:14:02.635732,1.23,100,rain,1.05,5.0,60.8,10.9,13.4,7.1,1,15,2,1,1,0,0,0,0,0
FL4149,TAIL1182,AL1,A320,short,2025-01-03T13:02:53.268416,1.39,140,hot,1.15,6.2,62.1,12.1,14.7,8.3,2,16,3,2,2,0,0,0,0,0
FL4150,TAIL1182,AL1,A320,short,2025-01-03T15:29:16.704056,1.0,131,cold,1.05,7.6,63.5,13.5,16.0,9.7,3,17,4,3,3,0,0,0,0,0
FL4151,TAIL1182,AL1,A320,short,2025-01-03T20:49:46.042742,1.17,141,hot,1.15,5.0,64.5,4.9,10.6,10.7,1,18,1,1,4,0,0,0,0,0
