flight_id,tail_id,client_id,maintenance_needed,hazard_score,pred_time_to_failure_hours
FL4215,TAIL1185,AL4,0,0.775,36.0
FL4216,TAIL1185,AL4,0,0.731,66.8
FL4217,TAIL1185,AL4,0,0.782,33.5
FL4218,TAIL1185,AL4,0,0.606,64.6
FL4219,TAIL1185,AL4,0,0.639,73.4
FL4220,TAIL1185,AL4,0,0.794,57.1
FL4221,TAIL1185,AL4,1,0.867,67.2
FL4222,TAIL1185,AL4,0,0.531,69.6
FL4223,TAIL1185,AL4,0,0.637,62.9
FL4224,TAIL1185,AL4,0,0.757,77.2
FL4225,TAIL1185,AL4,1,0.872,79.1
FL4226,TAIL1185,AL4,0,0.685,73.2
FL4227,TAIL1185,AL4,0,0.807,73.2
FL4228,TAIL1186,AL3,1,1.8,47.1
FL4229,TAIL1186,AL3,0,0.532,96.6
FL4230,TAIL1186,AL3,0,0.666,73.5
FL4231,TAIL1186,AL3,0,0.679,67.1
FL4232,TAIL1186,AL3,1,0.9,65.5
FL4233,TAIL1186,AL3,0,0.804,50.9
FL4234,TAIL1186,AL3,1,0.929,44.8
FL4235,TAIL1186,AL3,0,0.788,55.8
FL4236,TAIL1186,AL3,0,0.696,64.4
FL4237,TAIL1186,AL3,0,0.804,84.6
FL4238,TAIL1186,AL3,0,0.514,81.0
FL4239,TAIL1186,AL3,1,0.875,45.4
FL4240,TAIL1186,AL3,0,0.819,43.9
FL4241,TAIL1187,AL4,1,1.8,29.2
FL4242,TAIL1187,AL4,1,1.8,25.6
FL4243,TAIL1187,AL4,0,0.7,74.6
FL4244,TAIL1187,AL4,0,0.784,74.0
FL4245,TAIL1187,AL4,0,0.77,63.5
FL4246,TAIL1187,AL4,0,0.807,70.4
FL4247,TAIL1187,AL4,1,0.93,55.2
FL4248,TAIL1187,AL4,0,0.473,94.2
FL4249,TAIL1187,AL4,0,0.745,57.2
FL4250,TAIL1187,AL4,0,0.805,52.1
FL4251,TAIL1187,AL4,0,0.759,59.2
FL4252,TAIL1187,AL4,1,0.891,53.9
FL4253,TAIL1187,AL4,0,0.597,61.6
FL4254,TAIL1187,AL4,0,0.573,86.6
FL4255,TAIL1188,AL3,1,1.8,33.6
FL4256,TAIL1188,AL3,0,0.856,64.6
FL4257,TAIL1188,AL3,0,0.817,62.3
FL4258,TAIL1188,AL3,1,0.931,48.6
FL4259,TAIL1188,AL3,0,0.854,65.6
FL4260,TAIL1188,AL3,0,0.478,81.5
FL4261,TAIL1188,AL3,0,0.576,63.4
FL4262,TAIL1188,AL3,0,0.754,59.3
FL4263,TAIL1188,AL3,0,0.79,59.1
FL4264,TAIL1188,AL3,1,0.894,66.8
FL4265,TAIL1188,AL3,0,0.616,69.8
FL4266,TAIL1188,AL3,1,0.879,51.6
FL4267,TAIL1188,AL3,0,0.62,69.6
FL4268,TAIL1188,AL3,0,0.787,51.9
FL4269,TAIL1188,AL3,0,0.654,68.7
FL4270,TAIL1188,AL3,0,0.755,76.4
FL4271,TAIL1188,AL3,0,0.854,64.9
FL4272,TAIL1188,AL3,0,0.767,60.8
FL4273,TAIL1189,AL3,1,1.8,33.0
FL4274,TAIL1189,AL3,1,1.567,17.7
FL4275,TAIL1189,AL3,1,1.245,62.4
FL4276,TAIL1189,AL3,1,0.965,57.6
FL4277,TAIL1189,AL3,1,1.231,42.0
FL4278,TAIL1189,AL3,0,0.645,67.3
FL4279,TAIL1189,AL3,1,0.879,60.7
FL4280,TAIL1189,AL3,1,0.886,36.0
FL4281,TAIL1189,AL3,0,0.646,54.9
FL4282,TAIL1189,AL3,0,0.665,33.6
FL4283,TAIL1189,AL3,1,0.989,71.2
FL4284,TAIL1189,AL3,0,0.826,61.6
FL4285,TAIL1189,AL3,1,1.126,48.1
FL4286,TAIL1189,AL3,0,0.663,56.7
FL4287,TAIL1189,AL3,0,0.726,51.4
FL4288,TAIL1189,AL3,1,0.882,45.2
FL4289,TAIL1189,AL3,1,0.889,71.7
FL4290,TAIL1189,AL3,0,0.822,49.8
FL4291,TAIL1189,AL3,0,0.494,40.0
FL4292,TAIL1189,AL3,0,0.779,73.3
FL4293,TAIL1189,AL3,1,1.081,72.3
FL4294,TAIL1190,AL2,1,1.8,28.5
FL4295,TAIL1190,AL2,1,1.23,32.6
FL4296,TAIL1190,AL2,0,0.82,68.2
FL4297,TAIL1190,AL2,0,0.807,55.5
FL4298,TAIL1190,AL2,0,0.524,88.5
FL4299,TAIL1190,AL2,0,0.611,70.4
FL4300,TAIL1190,AL2,0,0.63,99.7
FL4301,TAIL1190,AL2,0,0.819,78.9
FL4302,TAIL1190,AL2,0,0.804,60.2
FL4303,TAIL1190,AL2,0,0.447,84.8
FL4304,TAIL1190,AL2,0,0.485,87.7
FL4305,TAIL1190,AL2,0,0.546,58.0
FL4306,TAIL1190,AL2,0,0.577,78.4
FL4307,TAIL1190,AL2,0,0.611,67.8
FL4308,TAIL1190,AL2,1,0.889,40.0
FL4309,TAIL1190,AL2,0,0.634,71.5
FL4310,TAIL1190,AL2,0,0.712,81.9
FL4311,TAIL1190,AL2,0,0.785,75.7
FL4312,TAIL1190,AL2,0,0.744,60.4
FL4313,TAIL1191,AL4,1,1.8,42.2
FL4314,TAIL1191,AL4,1,1.11,57.5
FL4315,TAIL1191,AL4,0,0.589,64.7
FL4316,TAIL1191,AL4,0,0.666,75.5
FL4317,TAIL1191,AL4,0,0.792,78.1
FL4318,TAIL1191,AL4,0,0.846,33.4
FL4319,TAIL1191,AL4,0,0.758,52.0
FL4320,TAIL1191,AL4,0,0.834,51.8
FL4321,TAIL1191,AL4,0,0.616,68.4
FL4322,TAIL1191,AL4,0,0.69,72.3
FL4323,TAIL1191,AL4,0,0.838,38.9
FL4324,TAIL1191,AL4,0,0.579,90.3
FL4325,TAIL1191,AL4,0,0.613,59.3
FL4326,TAIL1191,AL4,0,0.766,64.7
FL4327,TAIL1192,AL3,1,1.8,64.5
FL4328,TAIL1192,AL3,1,1.797,30.3
FL4329,TAIL1192,AL3,1,1.237,58.2
FL4330,TAIL1192,AL3,0,0.586,65.2
FL4331,TAIL1192,AL3,0,0.687,72.3
FL4332,TAIL1192,AL3,0,0.827,49.5
FL4333,TAIL1192,AL3,1,0.956,45.2
FL4334,TAIL1192,AL3,0,0.686,76.1
FL4335,TAIL1192,AL3,0,0.775,55.7
FL4336,TAIL1192,AL3,1,0.929,55.6
FL4337,TAIL1192,AL3,0,0.439,82.6
FL4338,TAIL1192,AL3,0,0.508,93.6
FL4339,TAIL1192,AL3,0,0.527,69.1
FL4340,TAIL1192,AL3,0,0.721,49.1
FL4341,TAIL1192,AL3,0,0.807,39.0
FL4342,TAIL1192,AL3,0,0.484,73.0
FL4343,TAIL1193,AL2,1,1.8,11.0
FL4344,TAIL1193,AL2,1,1.8,36.0
FL4345,TAIL1193,AL2,1,1.678,36.6
FL4346,TAIL1193,AL2,1,1.128,47.1
FL4347,TAIL1193,AL2,1,1.079,46.9
FL4348,TAIL1193,AL2,0,0.569,74.4
FL4349,TAIL1193,AL2,0,0.602,56.8
FL4350,TAIL1193,AL2,0,0.746,70.0
FL4351,TAIL1193,AL2,0,0.779,66.0
FL4352,TAIL1193,AL2,0,0.795,62.7
FL4353,TAIL1193,AL2,1,0.986,32.2
FL4354,TAIL1193,AL2,0,0.695,50.5
FL4355,TAIL1193,AL2,0,0.69,62.3
FL4356,TAIL1193,AL2,1,0.932,52.1
FL4357,TAIL1193,AL2,0,0.594,79.1
FL4358,TAIL1193,AL2,0,0.684,64.1
FL4359,TAIL1193,AL2,0,0.823,71.7
FL4360,TAIL1193,AL2,0,0.812,65.5
FL4361,TAIL1193,AL2,0,0.722,58.1
FL4362,TAIL1193,AL2,1,0.891,50.7
FL4363,TAIL1193,AL2,0,0.832,80.7
FL4364,TAIL1193,AL2,0,0.575,58.6
FL4365,TAIL1193,AL2,0,0.728,45.8
FL4366,TAIL1193,AL2,1,0.902,73.5
FL4367,TAIL1193,AL2,0,0.619,51.4
FL4368,TAIL1194,AL2,1,1.8,34.0
FL4369,TAIL1194,AL2,1,1.534,45.9
FL4370,TAIL1194,AL2,0,0.62,67.4
FL4371,TAIL1194,AL2,1,0.88,90.9
FL4372,TAIL1194,AL2,0,0.861,43.6
FL4373,TAIL1194,AL2,0,0.566,79.8
FL4374,TAIL1194,AL2,0,0.603,69.1
FL4375,TAIL1194,AL2,0,0.794,44.9
FL4376,TAIL1194,AL2,1,1.1,23.9
FL4377,TAIL1194,AL2,0,0.575,75.8
FL4378,TAIL1194,AL2,0,0.715,84.1
FL4379,TAIL1194,AL2,0,0.764,84.4
FL4380,TAIL1194,AL2,0,0.859,61.1
FL4381,TAIL1194,AL2,1,0.881,73.3
FL4382,TAIL1194,AL2,0,0.739,62.0
FL4383,TAIL1194,AL2,0,0.75,74.5
FL4384,TAIL1194,AL2,0,0.824,62.1
FL4385,TAIL1194,AL2,0,0.658,79.1
FL4386,TAIL1194,AL2,0,0.809,77.1
FL4387,TAIL1195,AL4,1,1.8,42.1
FL4388,TAIL1195,AL4,1,1.755,34.7
FL4389,TAIL1195,AL4,1,1.572,30.6
FL4390,TAIL1195,AL4,0,0.587,88.8
FL4391,TAIL1195,AL4,0,0.693,53.6
FL4392,TAIL1195,AL4,0,0.743,67.3
FL4393,TAIL1195,AL4,1,0.878,61.2
FL4394,TAIL1195,AL4,0,0.632,78.7
FL4395,TAIL1195,AL4,1,0.929,46.0
FL4396,TAIL1195,AL4,0,0.773,77.5
FL4397,TAIL1195,AL4,1,0.915,45.4
FL4398,TAIL1195,AL4,0,0.664,56.0
FL4399,TAIL1195,AL4,1,0.974,64.5
FL4400,TAIL1195,AL4,1,0.969,49.9
FL4401,TAIL1196,AL1,1,1.8,50.0
FL4402,TAIL1196,AL1,1,1.8,30.0
FL4403,TAIL1196,AL1,0,0.669,55.1
FL4404,TAIL1196,AL1,0,0.7,66.6
FL4405,TAIL1196,AL1,0,0.744,53.8
FL4406,TAIL1196,AL1,0,0.8,68.3
FL4407,TAIL1196,AL1,1,1.087,56.8
FL4408,TAIL1196,AL1,0,0.368,102.6
FL4409,TAIL1196,AL1,0,0.459,70.5
FL4410,TAIL1196,AL1,0,0.51,60.6
FL4411,TAIL1196,AL1,0,0.489,60.0
FL4412,TAIL1196,AL1,0,0.686,70.0
FL4413,TAIL1196,AL1,0,0.736,76.2
FL4414,TAIL1196,AL1,0,0.841,41.7
FL4415,TAIL1196,AL1,0,0.579,67.6
FL4416,TAIL1196,AL1,0,0.789,88.8
FL4417,TAIL1196,AL1,0,0.609,73.1
FL4418,TAIL1196,AL1,0,0.649,63.2
FL4419,TAIL1196,AL1,0,0.646,69.0
FL4420,TAIL1197,AL4,1,1.8,33.7
FL4421,TAIL1197,AL4,1,1.8,26.2
FL4422,TAIL1197,AL4,1,0.927,58.8
FL4423,TAIL1197,AL4,1,0.962,48.4
FL4424,TAIL1197,AL4,0,0.795,71.3
FL4425,TAIL1197,AL4,1,0.931,53.5
FL4426,TAIL1197,AL4,0,0.465,79.3
FL4427,TAIL1197,AL4,0,0.482,82.1
FL4428,TAIL1197,AL4,0,0.701,68.8
FL4429,TAIL1197,AL4,0,0.739,65.5
FL4430,TAIL1197,AL4,0,0.793,81.1
FL4431,TAIL1197,AL4,1,1.064,30.6
FL4432,TAIL1197,AL4,0,0.812,55.8
FL4433,TAIL1197,AL4,1,0.915,71.8
FL4434,TAIL1197,AL4,0,0.445,68.0
FL4435,TAIL1197,AL4,0,0.515,64.5
FL4436,TAIL1197,AL4,0,0.706,56.1
FL4437,TAIL1198,AL4,1,1.8,49.6
FL4438,TAIL1198,AL4,1,1.277,41.1
FL4439,TAIL1198,AL4,0,0.673,66.0
FL4440,TAIL1198,AL4,0,0.771,54.0
FL4441,TAIL1198,AL4,0,0.823,55.9
FL4442,TAIL1198,AL4,1,0.902,34.6
FL4443,TAIL1198,AL4,0,0.539,71.2
FL4444,TAIL1198,AL4,0,0.608,59.4
FL4445,TAIL1198,AL4,0,0.727,56.6
FL4446,TAIL1198,AL4,0,0.744,57.9
FL4447,TAIL1198,AL4,0,0.82,45.7
FL4448,TAIL1198,AL4,1,0.893,66.7
FL4449,TAIL1198,AL4,0,0.689,65.7
FL4450,TAIL1198,AL4,0,0.807,63.1
FL4451,TAIL1198,AL4,0,0.855,56.1
FL4452,TAIL1198,AL4,0,0.529,62.4
FL4453,TAIL1198,AL4,0,0.643,86.1
FL4454,TAIL1199,AL3,1,1.8,34.1
FL4455,TAIL1199,AL3,1,1.8,35.3
FL4456,TAIL1199,AL3,1,1.556,42.3
FL4457,TAIL1199,AL3,0,0.345,100.2
FL4458,TAIL1199,AL3,0,0.354,92.0
FL4459,TAIL1199,AL3,0,0.52,84.9
FL4460,TAIL1199,AL3,0,0.584,76.3
FL4461,TAIL1199,AL3,0,0.801,61.0
FL4462,TAIL1199,AL3,1,0.931,52.6
FL4463,TAIL1199,AL3,1,0.953,40.9
FL4464,TAIL1199,AL3,0,0.6,80.2
FL4465,TAIL1200,AL2,1,1.8,51.4
FL4466,TAIL1200,AL2,1,1.021,63.0
FL4467,TAIL1200,AL2,1,1.149,47.1
FL4468,TAIL1200,AL2,0,0.853,55.5
FL4469,TAIL1200,AL2,0,0.428,98.9
FL4470,TAIL1200,AL2,0,0.54,64.2
FL4471,TAIL1200,AL2,0,0.627,63.8
FL4472,TAIL1200,AL2,0,0.855,80.6
FL4473,TAIL1200,AL2,0,0.671,71.8
FL4474,TAIL1200,AL2,0,0.718,49.4
FL4475,TAIL1200,AL2,1,1.07,77.9
FL4476,TAIL1200,AL2,1,0.923,71.6
FL4477,TAIL1200,AL2,0,0.273,113.3
FL4478,TAIL1201,AL4,1,1.8,29.8
FL4479,TAIL1201,AL4,0,0.692,46.7
FL4480,TAIL1201,AL4,0,0.797,43.8
FL4481,TAIL1201,AL4,0,0.711,63.2
FL4482,TAIL1201,AL4,0,0.769,82.9
FL4483,TAIL1201,AL4,0,0.816,67.9
FL4484,TAIL1201,AL4,0,0.478,103.0
FL4485,TAIL1201,AL4,0,0.597,72.4
FL4486,TAIL1201,AL4,0,0.648,46.1
FL4487,TAIL1202,AL3,1,1.8,37.6
FL4488,TAIL1202,AL3,1,1.206,33.3
FL4489,TAIL1202,AL3,1,0.998,64.7
FL4490,TAIL1202,AL3,0,0.411,102.7
FL4491,TAIL1202,AL3,0,0.58,72.4
FL4492,TAIL1202,AL3,0,0.675,82.5
FL4493,TAIL1202,AL3,0,0.666,78.1
FL4494,TAIL1202,AL3,0,0.789,59.0
FL4495,TAIL1202,AL3,0,0.802,62.5
FL4496,TAIL1202,AL3,1,0.989,59.9
FL4497,TAIL1202,AL3,1,0.952,52.0
FL4498,TAIL1202,AL3,0,0.427,83.4
FL4499,TAIL1202,AL3,0,0.54,60.9
FL4500,TAIL1202,AL3,0,0.597,55.7
FL4501,TAIL1202,AL3,1,1.0,44.1
FL4502,TAIL1202,AL3,0,0.857,71.8
FL4503,TAIL1202,AL3,0,0.501,72.6
FL4504,TAIL1202,AL3,0,0.761,61.5
FL4505,TAIL1202,AL3,1,1.019,47.1
FL4506,TAIL1202,AL3,0,0.636,79.7
FL4507,TAIL1202,AL3,0,0.636,62.2
FL4508,TAIL1202,AL3,0,0.675,80.5
FL4509,TAIL1203,AL1,1,1.8,32.2
FL4510,TAIL1203,AL1,1,1.529,40.1
FL4511,TAIL1203,AL1,0,0.356,94.7
FL4512,TAIL1203,AL1,0,0.47,75.2
FL4513,TAIL1203,AL1,0,0.548,68.9
FL4514,TAIL1203,AL1,0,0.568,83.1
FL4515,TAIL1203,AL1,0,0.695,74.5
FL4516,TAIL1203,AL1,0,0.718,79.1
FL4517,TAIL1203,AL1,0,0.795,72.4
FL4518,TAIL1203,AL1,0,0.827,73.2
FL4519,TAIL1203,AL1,0,0.55,74.2
FL4520,TAIL1203,AL1,0,0.606,70.9
FL4521,TAIL1203,AL1,0,0.669,77.0
FL4522,TAIL1203,AL1,0,0.688,71.4
FL4523,TAIL1203,AL1,0,0.729,66.9
FL4524,TAIL1203,AL1,0,0.856,59.5
FL4525,TAIL1203,AL1,0,0.544,49.9
FL4526,TAIL1203,AL1,0,0.681,60.4
FL4527,TAIL1203,AL1,0,0.779,56.4
FL4528,TAIL1204,AL3,1,1.8,47.6
FL4529,TAIL1204,AL3,1,1.8,49.1
FL4530,TAIL1204,AL3,1,1.052,67.9
FL4531,TAIL1204,AL3,1,1.232,51.8
FL4532,TAIL1204,AL3,0,0.605,47.4
FL4533,TAIL1204,AL3,0,0.684,55.0
FL4534,TAIL1204,AL3,0,0.738,58.8
FL4535,TAIL1204,AL3,1,1.118,33.6
FL4536,TAIL1204,AL3,0,0.851,37.4
FL4537,TAIL1204,AL3,0,0.386,103.7
FL4538,TAIL1204,AL3,0,0.497,72.1
FL4539,TAIL1204,AL3,0,0.768,28.6
FL4540,TAIL1204,AL3,0,0.67,66.8
FL4541,TAIL1204,AL3,1,0.87,63.5
FL4542,TAIL1204,AL3,0,0.683,63.5
FL4543,TAIL1204,AL3,0,0.752,66.5
FL4544,TAIL1204,AL3,1,0.923,83.6
FL4545,TAIL1204,AL3,0,0.705,58.3
FL4546,TAIL1204,AL3,0,0.816,60.1
FL4547,TAIL1204,AL3,1,0.908,53.2
FL4548,TAIL1204,AL3,1,0.913,37.5
FL4549,TAIL1205,AL1,1,1.8,31.1
FL4550,TAIL1205,AL1,1,1.1,48.0
FL4551,TAIL1205,AL1,0,0.427,87.3
FL4552,TAIL1205,AL1,0,0.462,67.5
FL4553,TAIL1205,AL1,0,0.531,77.0
FL4554,TAIL1205,AL1,0,0.585,79.0
FL4555,TAIL1205,AL1,0,0.704,63.4
FL4556,TAIL1205,AL1,0,0.796,61.3
FL4557,TAIL1205,AL1,0,0.506,62.9
FL4558,TAIL1205,AL1,0,0.61,69.9
FL4559,TAIL1205,AL1,0,0.609,78.8
FL4560,TAIL1205,AL1,0,0.727,55.8
FL4561,TAIL1205,AL1,0,0.699,65.7
FL4562,TAIL1205,AL1,0,0.774,55.8
FL4563,TAIL1205,AL1,0,0.848,49.5
FL4564,TAIL1205,AL1,1,0.911,60.8
FL4565,TAIL1205,AL1,0,0.738,68.1
FL4566,TAIL1205,AL1,1,0.911,54.4
FL4567,TAIL1206,AL3,1,1.462,25.9
FL4568,TAIL1206,AL3,1,1.578,41.9
FL4569,TAIL1206,AL3,1,1.229,30.4
FL4570,TAIL1206,AL3,0,0.496,99.5
FL4571,TAIL1206,AL3,0,0.699,37.2
FL4572,TAIL1206,AL3,1,0.933,56.8
FL4573,TAIL1206,AL3,0,0.688,73.5
FL4574,TAIL1206,AL3,0,0.669,75.4
FL4575,TAIL1206,AL3,0,0.758,54.5
FL4576,TAIL1206,AL3,0,0.814,75.3
FL4577,TAIL1206,AL3,0,0.698,67.6
FL4578,TAIL1206,AL3,0,0.79,34.3
FL4579,TAIL1206,AL3,1,1.098,43.6
FL4580,TAIL1206,AL3,0,0.855,58.0
FL4581,TAIL1206,AL3,1,0.922,76.3
FL4582,TAIL1206,AL3,0,0.848,87.0
FL4583,TAIL1206,AL3,0,0.454,73.1
FL4584,TAIL1206,AL3,0,0.803,62.9
FL4585,TAIL1206,AL3,1,0.963,51.0
FL4586,TAIL1207,AL3,1,1.8,47.0
FL4587,TAIL1207,AL3,1,1.8,40.6
FL4588,TAIL1207,AL3,1,1.287,38.0
FL4589,TAIL1207,AL3,1,1.228,24.1
FL4590,TAIL1207,AL3,0,0.692,76.2
FL4591,TAIL1207,AL3,0,0.723,81.2
FL4592,TAIL1207,AL3,1,1.05,59.0
FL4593,TAIL1207,AL3,1,1.003,49.4
FL4594,TAIL1207,AL3,0,0.597,69.7
FL4595,TAIL1207,AL3,0,0.637,57.7
FL4596,TAIL1207,AL3,0,0.756,65.9
FL4597,TAIL1207,AL3,0,0.837,49.9
FL4598,TAIL1207,AL3,0,0.409,81.4
FL4599,TAIL1207,AL3,0,0.68,56.5
FL4600,TAIL1207,AL3,0,0.853,80.8
FL4601,TAIL1207,AL3,0,0.649,53.4
FL4602,TAIL1208,AL1,1,1.8,51.3
FL4603,TAIL1208,AL1,1,1.608,43.4
FL4604,TAIL1208,AL1,0,0.827,75.2
FL4605,TAIL1208,AL1,0,0.595,96.6
FL4606,TAIL1208,AL1,0,0.659,56.1
FL4607,TAIL1208,AL1,0,0.703,56.2
FL4608,TAIL1208,AL1,0,0.796,47.4
FL4609,TAIL1208,AL1,0,0.6,62.1
FL4610,TAIL1208,AL1,0,0.657,61.2
FL4611,TAIL1208,AL1,0,0.782,77.2
FL4612,TAIL1208,AL1,0,0.576,80.7
FL4613,TAIL1208,AL1,0,0.631,55.7
FL4614,TAIL1208,AL1,0,0.653,60.1
FL4615,TAIL1208,AL1,0,0.818,70.8
FL4616,TAIL1208,AL1,0,0.701,75.0
FL4617,TAIL1208,AL1,0,0.708,70.1
FL4618,TAIL1208,AL1,0,0.806,61.1
FL4619,TAIL1208,AL1,0,0.523,79.2
FL4620,TAIL1208,AL1,0,0.747,53.4
FL4621,TAIL1208,AL1,0,0.703,64.9
FL4622,TAIL1209,AL4,1,1.8,11.3
FL4623,TAIL1209,AL4,0,0.763,64.3
FL4624,TAIL1209,AL4,1,1.047,38.6
FL4625,TAIL1209,AL4,1,1.104,48.8
FL4626,TAIL1209,AL4,1,1.035,45.5
FL4627,TAIL1209,AL4,0,0.782,58.1
FL4628,TAIL1209,AL4,1,1.065,53.7
FL4629,TAIL1209,AL4,0,0.681,55.2
FL4630,TAIL1209,AL4,0,0.73,65.8
FL4631,TAIL1209,AL4,1,0.937,61.7
FL4632,TAIL1209,AL4,0,0.651,79.4
FL4633,TAIL1209,AL4,0,0.691,73.0
FL4634,TAIL1209,AL4,0,0.808,44.4
FL4635,TAIL1209,AL4,0,0.778,85.7
FL4636,TAIL1209,AL4,0,0.773,60.3
FL4637,TAIL1209,AL4,1,0.899,40.7
FL4638,TAIL1209,AL4,0,0.525,79.5
FL4639,TAIL1209,AL4,0,0.635,65.5
FL4640,TAIL1210,AL1,1,1.8,36.1
FL4641,TAIL1210,AL1,1,1.411,38.4
FL4642,TAIL1210,AL1,1,0.974,46.6
FL4643,TAIL1210,AL1,0,0.839,76.6
FL4644,TAIL1210,AL1,0,0.839,80.4
FL4645,TAIL1210,AL1,0,0.374,86.5
FL4646,TAIL1210,AL1,0,0.476,85.7
FL4647,TAIL1210,AL1,0,0.676,63.1
FL4648,TAIL1210,AL1,0,0.624,69.9
FL4649,TAIL1210,AL1,0,0.778,68.9
FL4650,TAIL1210,AL1,0,0.798,78.5
FL4651,TAIL1210,AL1,0,0.783,58.6
FL4652,TAIL1210,AL1,0,0.485,97.3
FL4653,TAIL1210,AL1,0,0.603,69.8
FL4654,TAIL1210,AL1,0,0.625,56.1
FL4655,TAIL1210,AL1,0,0.799,80.8
FL4656,TAIL1210,AL1,1,0.934,82.1
FL4657,TAIL1210,AL1,0,0.527,69.5
FL4658,TAIL1210,AL1,0,0.631,63.9
FL4659,TAIL1210,AL1,0,0.665,63.3
FL4660,TAIL1210,AL1,0,0.705,63.9
FL4661,TAIL1211,AL4,1,1.595,34.2
FL4662,TAIL1211,AL4,0,0.652,64.5
FL4663,TAIL1211,AL4,0,0.723,62.9
FL4664,TAIL1211,AL4,0,0.699,75.5
FL4665,TAIL1211,AL4,0,0.824,67.2
FL4666,TAIL1211,AL4,0,0.8,74.2
FL4667,TAIL1211,AL4,0,0.574,74.1
FL4668,TAIL1211,AL4,0,0.748,43.2
FL4669,TAIL1211,AL4,0,0.71,77.1
FL4670,TAIL1211,AL4,0,0.836,41.9
FL4671,TAIL1211,AL4,0,0.73,72.8
FL4672,TAIL1211,AL4,0,0.786,53.6
FL4673,TAIL1211,AL4,1,1.105,35.6
FL4674,TAIL1211,AL4,0,0.499,62.5
FL4675,TAIL1211,AL4,0,0.568,45.4
FL4676,TAIL1212,AL3,1,1.8,42.7
FL4677,TAIL1212,AL3,1,1.745,53.8
FL4678,TAIL1212,AL3,0,0.8,69.4
FL4679,TAIL1212,AL3,0,0.688,59.7
FL4680,TAIL1212,AL3,0,0.729,47.0
FL4681,TAIL1212,AL3,0,0.797,84.0
FL4682,TAIL1212,AL3,1,0.873,85.8
FL4683,TAIL1212,AL3,0,0.666,75.9
FL4684,TAIL1212,AL3,0,0.611,72.7
FL4685,TAIL1212,AL3,0,0.832,56.0
FL4686,TAIL1212,AL3,0,0.651,44.2
FL4687,TAIL1212,AL3,0,0.742,84.6
FL4688,TAIL1212,AL3,1,1.017,53.4
FL4689,TAIL1212,AL3,1,0.942,58.5
FL4690,TAIL1212,AL3,0,0.709,70.9
FL4691,TAIL1212,AL3,1,0.889,77.6
FL4692,TAIL1212,AL3,0,0.83,39.2
FL4693,TAIL1212,AL3,1,0.888,71.2
FL4694,TAIL1212,AL3,0,0.784,33.2
FL4695,TAIL1212,AL3,1,1.024,53.8
FL4696,TAIL1212,AL3,0,0.712,67.2
FL4697,TAIL1212,AL3,0,0.783,68.6
FL4698,TAIL1213,AL1,1,1.8,25.5
FL4699,TAIL1213,AL1,1,1.8,33.5
FL4700,TAIL1213,AL1,1,1.623,43.2
FL4701,TAIL1213,AL1,0,0.424,82.9
FL4702,TAIL1213,AL1,0,0.611,56.8
FL4703,TAIL1213,AL1,0,0.595,51.2
FL4704,TAIL1213,AL1,0,0.709,74.4
FL4705,TAIL1213,AL1,0,0.738,88.4
FL4706,TAIL1213,AL1,0,0.781,60.7
FL4707,TAIL1213,AL1,1,0.962,49.0
FL4708,TAIL1213,AL1,0,0.778,53.0
FL4709,TAIL1213,AL1,0,0.797,82.7
FL4710,TAIL1214,AL4,1,1.8,54.7
FL4711,TAIL1214,AL4,1,1.169,52.8
FL4712,TAIL1214,AL4,0,0.567,58.3
FL4713,TAIL1214,AL4,0,0.712,61.2
FL4714,TAIL1214,AL4,1,0.997,68.8
FL4715,TAIL1214,AL4,0,0.709,71.9
FL4716,TAIL1214,AL4,0,0.832,54.7
FL4717,TAIL1214,AL4,0,0.839,48.6
FL4718,TAIL1214,AL4,0,0.553,68.3
FL4719,TAIL1214,AL4,0,0.566,61.8
FL4720,TAIL1214,AL4,0,0.687,65.2
FL4721,TAIL1214,AL4,0,0.777,56.8
FL4722,TAIL1214,AL4,1,0.946,51.7
FL4723,TAIL1215,AL3,1,1.8,14.9
FL4724,TAIL1215,AL3,1,1.593,42.2
FL4725,TAIL1215,AL3,1,1.395,81.2
FL4726,TAIL1215,AL3,1,1.486,48.7
FL4727,TAIL1215,AL3,1,0.923,70.5
FL4728,TAIL1215,AL3,0,0.577,69.2
FL4729,TAIL1215,AL3,0,0.714,60.8
FL4730,TAIL1215,AL3,0,0.822,61.2
FL4731,TAIL1215,AL3,0,0.549,53.0
FL4732,TAIL1215,AL3,0,0.626,65.1
FL4733,TAIL1215,AL3,0,0.671,77.0
FL4734,TAIL1215,AL3,1,0.905,65.5
FL4735,TAIL1215,AL3,0,0.57,91.1
FL4736,TAIL1215,AL3,0,0.718,40.8
FL4737,TAIL1215,AL3,1,1.064,76.3
FL4738,TAIL1215,AL3,0,0.745,90.4
FL4739,TAIL1215,AL3,1,0.921,73.7
FL4740,TAIL1215,AL3,1,0.883,67.4
FL4741,TAIL1215,AL3,0,0.673,66.8
FL4742,TAIL1215,AL3,1,0.911,61.3
FL4743,TAIL1215,AL3,0,0.756,51.9
FL4744,TAIL1215,AL3,0,0.794,57.8
FL4745,TAIL1215,AL3,1,1.067,87.5
FL4746,TAIL1216,AL2,1,1.8,21.7
FL4747,TAIL1216,AL2,1,1.471,25.6
FL4748,TAIL1216,AL2,0,0.741,67.2
FL4749,TAIL1216,AL2,0,0.807,53.4
FL4750,TAIL1216,AL2,0,0.39,79.1
